hagrid,imr,mrdt,tmax,size_sample,quality,origin,biblioid,phenotype
232,NULL,NULL,38.7,medium,acceptable,wild,1307,NULL
233,NULL,NULL,11.2,tiny,acceptable,wild,427,NULL
234,NULL,NULL,8.6,medium,acceptable,wild,1,NULL
235,NULL,NULL,17,medium,acceptable,wild,1,NULL
236,NULL,NULL,24,medium,acceptable,unknown,NULL,NULL
237,NULL,NULL,38,medium,acceptable,captivity,1,NULL
238,NULL,NULL,37,medium,acceptable,captivity,1,NULL
239,NULL,NULL,25,large,acceptable,captivity,1,NULL
240,NULL,NULL,29,medium,acceptable,wild,1,NULL
241,NULL,NULL,41,small,acceptable,captivity,515,"One adult animal lived for 41 years in Rome zoo, so the maximum longevity of these animals is likely underestimated [0515]. This is an endangered species."
242,NULL,NULL,17,tiny,acceptable,wild,1,NULL
243,NULL,NULL,55,small,questionable,unknown,1146,"Not much is known about the longevity of these animals but they have been reported to live over 55 years [1146], which is plausible even if unverified."
244,NULL,NULL,20.8,medium,acceptable,unknown,NULL,NULL
245,NULL,NULL,25.5,medium,acceptable,wild,576,NULL
246,NULL,NULL,45,medium,acceptable,wild,1,"On average, these animals live 15.5 years [0437]."
247,NULL,NULL,40,small,acceptable,captivity,1,There is one unverified report of these animals living up to 40 years in captivity [0001].
248,NULL,NULL,79,medium,acceptable,captivity,855,"The Andean condor is probably the longest-lived bird. One wild-born specimen named Thaao was thought to be 79 years of age when it died at Connecticut's Beardsley Zoo [0855]. Although reproductive senescence is common amongst birds, the Andean condor shows no signs of it, probably as a consequence of its slow reproduction. In the wild, these animals are thought to live between 25 and 30 years."
249,0.6,NULL,32,medium,acceptable,wild,427,IMR was estimated based on data from the wild [0437].
250,NULL,NULL,10.4,small,questionable,wild,553,"Banding studies suggest these animals can live up to 10.4 years in the wild [0553], though given the longevity of similar species this value is likely underestimated. Anecdotal evidence suggest they may live up to 20 years."
251,NULL,NULL,22.5,large,acceptable,wild,577,NULL
252,NULL,NULL,25.5,small,acceptable,captivity,575,"In the wild, these animals can live up to 12.5 years [0427]."
253,NULL,NULL,27.4,large,acceptable,wild,450,"While animals reach maturity in their first year of life, most do not breed until later [0437]."
254,NULL,NULL,21.3,large,acceptable,wild,576,NULL
255,NULL,NULL,NULL,large,low,unknown,NULL,"Little is known about the longevity of these animals. They have been reported to live up to 6.2 years in the wild [0427]. Considering the longevity of similar species, however, maximum longevity could be significantly underestimated. Unverified reports suggest these animals may live up to 32 years in the wild [0849]."
256,NULL,NULL,22.6,medium,acceptable,wild,553,NULL
257,NULL,NULL,27.1,medium,acceptable,wild,450,NULL
258,NULL,NULL,12.9,medium,acceptable,wild,576,NULL
259,NULL,NULL,23.2,large,acceptable,wild,427,NULL
260,NULL,NULL,20,small,acceptable,captivity,1,NULL
261,NULL,NULL,12,small,acceptable,wild,576,NULL
262,NULL,NULL,35.2,medium,acceptable,wild,450,Maximum longevity from banding studies is 35.2 years [0450].
263,NULL,NULL,29.1,medium,acceptable,unknown,NULL,NULL
264,NULL,NULL,14.7,medium,acceptable,wild,450,NULL
265,NULL,NULL,26.6,large,acceptable,wild,972,NULL
266,NULL,NULL,28,medium,acceptable,unknown,972,In the wild these animals can live up to 22.3 years [0450].
267,NULL,NULL,47,medium,acceptable,captivity,445,One female specimen in captivity reportedly lived and laid eggs until 46 or 47 years of age [0445].
268,NULL,NULL,31,large,high,captivity,575,The domestic goose descended from the greylac. In captivity it may live over 30 years. In the wild it probably lives over 20 years. Anecdotal evidence suggests it may live up to 35 years [0543].
269,NULL,NULL,40.9,medium,acceptable,wild,450,NULL
270,NULL,NULL,25.6,medium,acceptable,wild,450,Oldest bird in banding studies was 25.6 years of age [0450].
271,NULL,NULL,18.3,large,acceptable,wild,576,NULL
272,NULL,NULL,22.6,large,acceptable,wild,427,NULL
273,NULL,NULL,20.4,large,acceptable,wild,577,NULL
274,NULL,NULL,23.2,medium,acceptable,wild,450,NULL
275,NULL,NULL,45.2,medium,acceptable,wild,450,NULL
276,NULL,NULL,22.1,large,acceptable,wild,576,Oldest banded bird was 22.1 years [0445].
277,NULL,NULL,29.5,large,acceptable,wild,427,NULL
278,NULL,NULL,28.8,large,acceptable,wild,450,Called Brant in North America. One banded bird was 28.7 years of age [0450].
279,NULL,NULL,42,medium,acceptable,unknown,NULL,One anecdotal report indicated an animal that lived 80 years in captivity [0444].
280,NULL,NULL,18.3,medium,acceptable,wild,427,NULL
281,NULL,NULL,28.2,medium,acceptable,wild,450,The barnacle goose is a long lived species of bird. The telomeres of these animals are very well maintained throughout life. Juveniles have the highest rate of telomere attrition and there is a faster telomere attrition rate in females compared to males [1170].
282,NULL,NULL,42,medium,acceptable,wild,445,NULL
283,NULL,NULL,18.7,medium,acceptable,wild,427,NULL
284,0.4,NULL,18.4,medium,acceptable,wild,427,"In the wild, the IMR has been estimated at 0.4 per year [0445]."
285,NULL,NULL,18,medium,acceptable,wild,576,Oldest bird from band-recovery was 18 years of age [0445].
286,NULL,NULL,NULL,medium,low,unknown,NULL,"Very little is known about the longevity of these animals, though anecdotal reports suggest that they can live 10-15 years in captivity."
287,NULL,NULL,29.1,medium,acceptable,wild,1307,NULL
288,NULL,NULL,27.5,large,acceptable,wild,427,NULL
289,NULL,NULL,12,small,acceptable,wild,427,"Considering the longevity of similar species, it is likely that the longevity of these animals is somewhat underestimated."
290,NULL,NULL,22.5,large,acceptable,wild,818,Maximum longevity from banding studies is 22.5 years [0818].
291,NULL,NULL,22.7,small,acceptable,wild,450,NULL
292,NULL,NULL,24.7,medium,low,wild,1307,"Little is known about the longevity of these animals, though anecdotal reports suggest that they may live up to 40 years."
293,NULL,NULL,32.5,small,acceptable,captivity,1,"While sexual maturity may occur earlier, breeding normally does not occur before age 4. In the wild, these animals normally do not live over 12 years [0437]."
294,NULL,NULL,24.1,medium,acceptable,wild,450,NULL
295,NULL,NULL,26.5,medium,acceptable,wild,450,NULL
296,0.1,NULL,40,large,acceptable,wild,1304,"In the wild, these animals can live at least up to 26.8 years [0445] with one ringed animal found dead in Denmark in 2008 estimated to be 40 years-old [1304]. There are also anecdotal reports of animals living up to 70 years in captivity [0444]. IMR in the wild is probably less than 0.1. Breeding performance tends to decline after about age 12 [0761]."
297,NULL,NULL,8.2,small,acceptable,wild,576,NULL
298,NULL,NULL,11.2,small,questionable,wild,427,"The longest-living banded animal was 11.2 years of age [0427]. Possibly, these animals live considerably longer in captivity with anecdotal reports suggesting they may live 20 years."
299,NULL,NULL,12,large,acceptable,captivity,448,"One specimen lived nearly 12 years at Woodland Park Zoo in Seattle [0448]. Anecdotal evidence suggests these animals may live over 15 years in captivity, which is plausible even if unverified."
300,NULL,NULL,14.6,medium,acceptable,wild,427,"In the wild, these animals have been known to live up to 14.6 years [0427], but possibly they can live significantly longer. The sexual maturity is attained at about 1 year of age, but the breeding success is low until they are at least 5 years old [0445]."
301,NULL,NULL,15.7,medium,acceptable,captivity,986,"In the wild, these animals have been known to live up to 14.5 years [0427]. One study reported they can live up to 15.7 years in captivity [0986]."
302,NULL,NULL,21.4,medium,acceptable,wild,450,NULL
303,NULL,NULL,16.8,medium,acceptable,wild,450,NULL
304,NULL,NULL,9.5,tiny,acceptable,wild,427,NULL
305,NULL,NULL,10,medium,acceptable,wild,450,NULL
306,NULL,NULL,14.8,medium,acceptable,wild,450,NULL
307,NULL,NULL,21.3,small,acceptable,wild,450,NULL
308,NULL,NULL,8.8,medium,acceptable,wild,450,Not much is known about the lifespan of these animals. The oldest banded bird was 8.8 years of age [0450].
309,NULL,NULL,16,medium,acceptable,captivity,1,NULL
310,NULL,NULL,13.6,medium,acceptable,wild,576,NULL
311,NULL,NULL,11.3,medium,acceptable,captivity,575,NULL
312,NULL,NULL,23,medium,acceptable,wild,818,Maximum longevity in banded birds was 23 years [0818].
313,NULL,NULL,18,medium,questionable,wild,427,"Record longevity from banding studies is 18 years [0427]. Considering the longevity of similar species, however, maximum longevity could be significantly underestimated."
314,NULL,NULL,37.8,medium,acceptable,wild,450,NULL
315,NULL,NULL,18.9,small,questionable,wild,576,"Considering the longevity of similar species, maximum longevity could be significantly underestimated."
316,NULL,NULL,24.8,medium,acceptable,wild,450,NULL
317,NULL,NULL,10,medium,acceptable,wild,427,NULL
318,0.1,5,21.1,medium,acceptable,wild,450,NULL
319,NULL,NULL,26,medium,acceptable,wild,729,NULL
320,NULL,NULL,15,large,acceptable,wild,579,Few animals live more than 4 years [0444].
321,NULL,NULL,NULL,small,low,unknown,NULL,"There is little information concerning the lifespan of these animals, though they have been reported to live up to 5.1 years in the wild [0579]."
322,NULL,NULL,16.1,medium,acceptable,wild,427,NULL
323,NULL,NULL,6.1,medium,acceptable,wild,427,NULL
324,NULL,NULL,11.2,medium,acceptable,wild,427,NULL
325,NULL,NULL,11.2,small,acceptable,wild,427,Record longevity in the wild is 11.2 years [0427]. One female specimen captured as an adult lived and reproduced over 10 years in captivity [0445].
326,NULL,NULL,9.1,small,acceptable,wild,427,NULL
327,NULL,NULL,4.1,medium,acceptable,wild,427,NULL
328,NULL,NULL,8.5,tiny,acceptable,wild,577,"Although animals younger may breed in their first year of life, the exact age at first breeding has not been established yet. Oldest banded animal was a 8.5 years-old male [0445]."
329,NULL,NULL,6,medium,acceptable,unknown,NULL,NULL
330,NULL,NULL,8.8,medium,acceptable,wild,427,It is capable of multiple broods in the same season [0445]
331,NULL,NULL,11,medium,acceptable,wild,427,NULL
332,NULL,NULL,12,medium,acceptable,unknown,444,"This longevity record is based on an anecdotal report, even if it seems plausible [0444]."
333,NULL,NULL,8,medium,acceptable,wild,1,NULL
334,0.25,NULL,14,medium,acceptable,unknown,NULL,NULL
335,NULL,NULL,8.9,small,acceptable,wild,427,NULL
336,NULL,NULL,NULL,small,low,unknown,NULL,"Little is known about the longevity of these animals, though they have been reported to live up to 5.9 years in the wild [0427]. Considering the longevity of similar species, maximum longevity could be significantly underestimated."
337,NULL,NULL,7,tiny,acceptable,wild,427,NULL
338,NULL,NULL,35,small,acceptable,captivity,1,"In captivity, these animals have been reported to live up to 35 years [0001]. There are also anecdotal claims that they can live up to 40 years in captivity."
339,NULL,NULL,33.4,medium,acceptable,captivity,575,NULL
