mapping,gene_symbol,gene_name,entrez_id,total,overexp,underexp,p_value,classification,ensembl,alias
NULL,C1orf198,chromosome 1 open reading frame 198,84886,19,1,0,0.000016,NULL,NULL,NULL
NULL,PLXDC2,plexin domain containing 2,84898,19,1,0,0.000151463,NULL,NULL,NULL
NULL,MASTL,microtubule associated serine/threonine kinase like,84930,16,0,1,0.004818595,NULL,NULL,NULL
NULL,PRPF38A,pre-mRNA processing factor 38A,84950,17,0,1,0.000120396,NULL,NULL,NULL
NULL,NUDCD1,NudC domain containing 1,84955,18,0,1,0.00018442,NULL,NULL,NULL
NULL,FBXL20,F-box and leucine rich repeat protein 20,84961,19,1,0,0.001163626,NULL,NULL,NULL
NULL,HIST1H2BK,H2B clustered histone 12,85236,18,1,0,2.58E-09,NULL,NULL,NULL
NULL,TANC1,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1",85461,13,1,0,0.001116149,NULL,NULL,NULL
NULL,WDR34,WD repeat domain 34,89891,19,0,1,0.00000306,NULL,NULL,NULL
NULL,SAPCD2,suppressor APC domain containing 2,89958,18,0,1,0.000000122,NULL,NULL,NULL
NULL,MED30,mediator complex subunit 30,90390,15,0,1,0.000453984,NULL,NULL,NULL
NULL,MCFD2,"multiple coagulation factor deficiency 2, ER cargo receptor complex subunit",90411,15,1,0,0.002324938,NULL,NULL,NULL
NULL,KNSTRN,kinetochore localized astrin (SPAG5) binding protein,90417,19,0,1,0.001902323,NULL,NULL,NULL
NULL,ERI1,exoribonuclease 1,90459,20,0,1,0.0000498,NULL,NULL,NULL
NULL,JPT2,Jupiter microtubule associated homolog 2,90861,18,0,1,0.001387913,NULL,NULL,NULL
NULL,PKDCC,"protein kinase domain containing, cytoplasmic",91461,14,0,1,0.00029058,NULL,NULL,NULL
NULL,SLFN11,schlafen family member 11,91607,16,0,1,0.0000757,NULL,NULL,NULL
NULL,NEXN,nexilin F-actin binding protein,91624,19,1,0,0.000016,NULL,NULL,NULL
NULL,LONRF1,LON peptidase N-terminal domain and ring finger 1,91694,17,0,1,0.006415198,NULL,NULL,NULL
NULL,NXPE3,neurexophilin and PC-esterase domain family member 3,91775,14,1,0,0.001640363,NULL,NULL,NULL
NULL,CALML4,calmodulin like 4,91860,14,0,1,0.002501721,NULL,NULL,NULL
NULL,ARRDC4,arrestin domain containing 4,91947,15,1,0,0.000271213,NULL,NULL,NULL
NULL,ZNF300,zinc finger protein 300,91975,16,0,1,0.004818595,NULL,NULL,NULL
NULL,LMBRD2,LMBR1 domain containing 2,92255,16,1,0,0.003195709,NULL,NULL,NULL
NULL,FANK1,fibronectin type III and ankyrin repeat domains 1,92565,16,1,0,0.003195709,NULL,NULL,NULL
NULL,TIFA,TRAF interacting protein with forkhead associated domain,92610,19,0,1,0.001902323,NULL,NULL,NULL
NULL,DNER,delta/notch like EGF repeat containing,92737,16,1,0,0.003195709,NULL,NULL,NULL
NULL,SLC38A5,solute carrier family 38 member 5,92745,16,0,1,0.004818595,NULL,NULL,NULL
NULL,TEX30,testis expressed 30,93081,19,0,1,0.000032,NULL,NULL,NULL
NULL,PGAP3,post-GPI attachment to proteins phospholipase 3,93210,19,1,0,0.001163626,NULL,NULL,NULL
NULL,HAUS8,HAUS augmin like complex subunit 8,93323,17,0,1,0.0000118,NULL,NULL,NULL
NULL,HTRA3,HtrA serine peptidase 3,94031,19,0,1,0.001902323,NULL,NULL,NULL
NULL,ORMDL3,ORMDL sphingolipid biosynthesis regulator 3,94103,19,1,0,0.001163626,NULL,NULL,NULL
NULL,H2AFV,H2A.Z variant histone 2,94239,20,0,1,0.002548858,NULL,NULL,NULL
NULL,TP53INP1,tumor protein p53 inducible nuclear protein 1,94241,19,1,0,5.75E-09,NULL,NULL,NULL
NULL,PPP1R14A,protein phosphatase 1 regulatory inhibitor subunit 14A,94274,17,0,1,0.006415198,NULL,NULL,NULL
NULL,GLMP,glycosylated lysosomal membrane protein,112770,20,1,0,0.001568256,NULL,NULL,NULL
NULL,MTFR2,mitochondrial fission regulator 2,113115,15,0,1,0.003525589,NULL,NULL,NULL
NULL,CDCA5,cell division cycle associated 5,113130,18,0,1,0.0000198,NULL,NULL,NULL
NULL,AHNAK2,AHNAK nucleoprotein 2,113146,16,1,0,0.003195709,NULL,NULL,NULL
NULL,SAAL1,serum amyloid A like 1,113174,19,0,1,0.000032,NULL,NULL,NULL
NULL,CYP2U1,cytochrome P450 family 2 subfamily U member 1,113612,19,1,0,0.000151463,NULL,NULL,NULL
NULL,PIK3IP1,phosphoinositide-3-kinase interacting protein 1,113791,18,1,0,1.07E-10,NULL,NULL,NULL
NULL,FBXO32,F-box protein 32,114907,19,1,0,0.000016,NULL,NULL,NULL
NULL,CGAS,cyclic GMP-AMP synthase,115004,16,0,1,0.004818595,NULL,NULL,NULL
NULL,HAUS1,HAUS augmin like complex subunit 1,115106,18,0,1,0.00018442,NULL,NULL,NULL
NULL,ATG4A,autophagy related 4A cysteine peptidase,115201,17,1,0,0.000596519,NULL,NULL,NULL
NULL,DDIT4L,DNA damage inducible transcript 4 like,115265,19,0,1,0.001902323,NULL,NULL,NULL
NULL,FAM46B,terminal nucleotidyltransferase 5B,115572,19,0,1,0.001902323,NULL,NULL,NULL
NULL,DIS3L,DIS3 like exosome 3'-5' exoribonuclease,115752,17,0,1,0.000986749,NULL,NULL,NULL
NULL,DHRS1,dehydrogenase/reductase 1,115817,20,1,0,0.001568256,NULL,NULL,NULL
NULL,RMI2,RecQ mediated genome instability 2,116028,16,0,1,0.000680977,NULL,NULL,NULL
NULL,GINM1,glycoprotein integral membrane 1,116254,20,1,0,0.00021949,NULL,NULL,NULL
NULL,TSEN15,tRNA splicing endonuclease subunit 15,116461,19,0,1,0.00000024,NULL,NULL,NULL
NULL,FAM129A,niban apoptosis regulator 1,116496,19,0,1,0.000273358,NULL,NULL,NULL
NULL,RPL39L,ribosomal protein L39 like,116832,15,0,1,0.000453984,NULL,NULL,NULL
NULL,SSX2IP,SSX family member 2 interacting protein,117178,19,0,1,0.001902323,NULL,NULL,NULL
NULL,TRIM6,tripartite motif containing 6,117854,11,0,1,0.000696728,NULL,NULL,NULL
NULL,ZNF511,zinc finger protein 511,118472,17,0,1,0.000986749,NULL,NULL,NULL
NULL,C12orf45,chromosome 12 open reading frame 45,121053,16,0,1,0.000680977,NULL,NULL,NULL
NULL,ALKBH2,"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase",121642,14,0,1,0.00029058,NULL,NULL,NULL
NULL,FRMD6,FERM domain containing 6,122786,20,1,0,0.00021949,NULL,NULL,NULL
NULL,FOPNL,centrosomal protein 20,123811,20,0,1,0.00039374,NULL,NULL,NULL
NULL,PAQR4,progestin and adipoQ receptor family member 4,124222,16,0,1,0.004818595,NULL,NULL,NULL
NULL,SLC43A2,solute carrier family 43 member 2,124935,17,1,0,0.000596519,NULL,NULL,NULL
NULL,CYB5D2,cytochrome b5 domain containing 2,124936,17,1,0,0.0000659,NULL,NULL,NULL
NULL,WDR63,WD repeat domain 63,126820,14,1,0,0.001640363,NULL,NULL,NULL
NULL,TPRG1L,tumor protein p63 regulated 1 like,127262,20,1,0,0.00021949,NULL,NULL,NULL
NULL,TANGO2,transport and golgi organization 2 homolog,128989,15,1,0,0.000271213,NULL,NULL,NULL
NULL,NUP35,nucleoporin 35,129401,18,0,1,0.001387913,NULL,NULL,NULL
NULL,UBR3,ubiquitin protein ligase E3 component n-recognin 3,130507,18,1,0,0.000843996,NULL,NULL,NULL
NULL,CCDC58,coiled-coil domain containing 58,131076,15,0,1,0.003525589,NULL,NULL,NULL
NULL,FAM43A,family with sequence similarity 43 member A,131583,15,1,0,0.002324938,NULL,NULL,NULL
NULL,SPATA18,spermatogenesis associated 18,132671,14,1,0,0.000172564,NULL,NULL,NULL
NULL,JMY,"junction mediating and regulatory protein, p53 cofactor",133746,18,1,0,0.000101565,NULL,NULL,NULL
NULL,PM20D2,peptidase M20 domain containing 2,135293,16,0,1,0.004818595,NULL,NULL,NULL
NULL,DOCK11,dedicator of cytokinesis 11,139818,19,0,1,0.001902323,NULL,NULL,NULL
NULL,SELENOM,selenoprotein M,140606,15,1,0,0.002324938,NULL,NULL,NULL
NULL,BRI3BP,BRI3 binding protein,140707,11,0,1,0.000696728,NULL,NULL,NULL
NULL,LACC1,laccase domain containing 1,144811,16,1,0,0.000409243,NULL,NULL,NULL
NULL,CEP128,centrosomal protein 128,145508,15,0,1,0.000453984,NULL,NULL,NULL
NULL,KIF18B,kinesin family member 18B,146909,12,0,1,0.001121691,NULL,NULL,NULL
NULL,CCBE1,collagen and calcium binding EGF domains 1,147372,19,0,1,0.001902323,NULL,NULL,NULL
NULL,ANKRD29,ankyrin repeat domain 29,147463,18,1,0,0.000843996,NULL,NULL,NULL
NULL,C19orf18,chromosome 19 open reading frame 18,147685,15,1,0,0.002324938,NULL,NULL,NULL
NULL,ZNF582,zinc finger protein 582,147948,16,1,0,0.000409243,NULL,NULL,NULL
NULL,CKAP2L,cytoskeleton associated protein 2 like,150468,17,0,1,0.000120396,NULL,NULL,NULL
NULL,ARL6IP6,ADP ribosylation factor like GTPase 6 interacting protein 6,151188,18,0,1,0.001387913,NULL,NULL,NULL
NULL,SGO2,shugoshin 2,151246,17,0,1,0.000120396,NULL,NULL,NULL
NULL,GPR155,G protein-coupled receptor 155,151556,17,1,0,0.000000413,NULL,NULL,NULL
NULL,SGO1,shugoshin 1,151648,15,0,1,0.000453984,NULL,NULL,NULL
NULL,CREBRF,CREB3 regulatory factor,153222,18,1,0,0.000101565,NULL,NULL,NULL
NULL,MBOAT1,membrane bound O-acyltransferase domain containing 1,154141,16,0,1,0.000680977,NULL,NULL,NULL
NULL,BMT2,base methyltransferase of 25S rRNA 2 homolog,154743,19,1,0,0.001163626,NULL,NULL,NULL
NULL,CDCA2,cell division cycle associated 2,157313,18,0,1,0.000000122,NULL,NULL,NULL
NULL,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2,157570,16,0,1,0.000680977,NULL,NULL,NULL
NULL,LINGO2,leucine rich repeat and Ig domain containing 2,158038,16,1,0,0.003195709,NULL,NULL,NULL
NULL,ITPRIPL2,ITPRIP like 2,162073,17,1,0,0.004278705,NULL,NULL,NULL
NULL,ZNF610,zinc finger protein 610,162963,16,1,0,0.000409243,NULL,NULL,NULL
NULL,APCDD1L,APC down-regulated 1 like,164284,16,0,1,0.004818595,NULL,NULL,NULL
NULL,CCDC138,coiled-coil domain containing 138,165055,18,0,1,0.001387913,NULL,NULL,NULL
NULL,RNF168,ring finger protein 168,165918,16,0,1,0.000680977,NULL,NULL,NULL
NULL,PRICKLE2,prickle planar cell polarity protein 2,166336,18,1,0,0.000843996,NULL,NULL,NULL
NULL,ADGRA3,adhesion G protein-coupled receptor A3,166647,14,0,1,0.002501721,NULL,NULL,NULL
NULL,OLFML2A,olfactomedin like 2A,169611,17,0,1,0.006415198,NULL,NULL,NULL
NULL,ABHD3,"abhydrolase domain containing 3, phospholipase",171586,17,0,1,0.000986749,NULL,NULL,NULL
NULL,ZNF367,zinc finger protein 367,195828,18,0,1,0.0000198,NULL,NULL,NULL
NULL,PLPP4,phospholipid phosphatase 4,196051,12,1,0,0.000727083,NULL,NULL,NULL
NULL,RPL22L1,ribosomal protein L22 like 1,200916,16,0,1,0.000000465,NULL,NULL,NULL
NULL,PRIMPOL,primase and DNA directed polymerase,201973,17,0,1,0.000986749,NULL,NULL,NULL
NULL,CMYA5,cardiomyopathy associated 5,202333,16,1,0,0.000409243,NULL,NULL,NULL
NULL,TUBB,tubulin beta class I,203068,18,0,1,0.00018442,NULL,NULL,NULL
NULL,FAM219A,family with sequence similarity 219 member A,203259,16,1,0,0.003195709,NULL,NULL,NULL
NULL,SAMD9L,sterile alpha motif domain containing 9 like,219285,18,1,0,0.000101565,NULL,NULL,NULL
NULL,PLAC9,placenta associated 9,219348,10,0,1,0.004356126,NULL,NULL,NULL
NULL,HYLS1,HYLS1 centriolar and ciliogenesis associated,219844,19,0,1,0.00000024,NULL,NULL,NULL
NULL,CYB561A3,cytochrome b561 family member A3,220002,17,1,0,0.004278705,NULL,NULL,NULL
NULL,DDIAS,DNA damage induced apoptosis suppressor,220042,18,0,1,0.00018442,NULL,NULL,NULL
NULL,SKA1,spindle and kinetochore associated complex subunit 1,220134,17,0,1,0.000000923,NULL,NULL,NULL
NULL,OTUD1,OTU deubiquitinase 1,220213,17,1,0,0.004278705,NULL,NULL,NULL
NULL,HNRNPA3,heterogeneous nuclear ribonucleoprotein A3,220988,16,0,1,0.000000465,NULL,NULL,NULL
NULL,SKA3,spindle and kinetochore associated complex subunit 3,221150,19,0,1,8.16E-10,NULL,NULL,NULL
NULL,CPNE2,copine 2,221184,14,0,1,0.002501721,NULL,NULL,NULL
NULL,TMEM217,transmembrane protein 217,221468,18,1,0,0.000000777,NULL,NULL,NULL
NULL,RBM24,RNA binding motif protein 24,221662,15,1,0,0.002324938,NULL,NULL,NULL
NULL,DAGLB,diacylglycerol lipase beta,221955,19,1,0,0.000016,NULL,NULL,NULL
NULL,SCUBE3,"signal peptide, CUB domain and EGF like domain containing 3",222663,17,1,0,0.004278705,NULL,NULL,NULL
NULL,MAMDC2,MAM domain containing 2,256691,19,1,0,0.000151463,NULL,NULL,NULL
NULL,ASPM,assembly factor for spindle microtubules,259266,16,0,1,0.00000666,NULL,NULL,NULL
NULL,NAP1L5,nucleosome assembly protein 1 like 5,266812,17,1,0,0.000596519,NULL,NULL,NULL
NULL,SLC25A45,solute carrier family 25 member 45,283130,16,1,0,0.003195709,NULL,NULL,NULL
NULL,PGM2L1,phosphoglucomutase 2 like 1,283209,17,1,0,0.00000582,NULL,NULL,NULL
NULL,CD163L1,CD163 molecule like 1,283316,16,1,0,0.0000412,NULL,NULL,NULL
NULL,GAS2L3,growth arrest specific 2 like 3,283431,15,0,1,0.000453984,NULL,NULL,NULL
NULL,SLC46A3,solute carrier family 46 member 3,283537,19,1,0,0.000151463,NULL,NULL,NULL
NULL,CEP57L1,centrosomal protein 57 like 1,285753,17,0,1,0.006415198,NULL,NULL,NULL
NULL,DCBLD1,"discoidin, CUB and LCCL domain containing 1",285761,17,1,0,0.000596519,NULL,NULL,NULL
NULL,TUSC1,tumor suppressor candidate 1,286319,14,0,1,0.00029058,NULL,NULL,NULL
NULL,TRIM59,tripartite motif containing 59,286827,14,0,1,0.002501721,NULL,NULL,NULL
NULL,TMEM119,transmembrane protein 119,338773,18,0,1,0.0000198,NULL,NULL,NULL
NULL,C1orf174,chromosome 1 open reading frame 174,339448,14,0,1,0.002501721,NULL,NULL,NULL
NULL,NRBP2,nuclear receptor binding protein 2,340371,13,1,0,0.000104577,NULL,NULL,NULL
NULL,NCKAP5,NCK associated protein 5,344148,14,1,0,0.001640363,NULL,NULL,NULL
NULL,CAVIN4,caveolae associated protein 4,347273,10,1,0,0.003081857,NULL,NULL,NULL
NULL,SERINC2,serine incorporator 2,347735,20,1,0,0.001568256,NULL,NULL,NULL
NULL,RBPMS2,"RNA binding protein, mRNA processing factor 2",348093,18,0,1,0.00018442,NULL,NULL,NULL
NULL,SKA2,spindle and kinetochore associated complex subunit 2,348235,18,0,1,0.00018442,NULL,NULL,NULL
NULL,GEN1,GEN1 Holliday junction 5' flap endonuclease,348654,18,0,1,0.001387913,NULL,NULL,NULL
NULL,CASTOR3,CASTOR family member 3,352954,15,1,0,0.000271213,NULL,NULL,NULL
NULL,RFLNB,refilin B,359845,19,0,1,0.001902323,NULL,NULL,NULL
NULL,FAM111B,family with sequence similarity 111 member B,374393,18,0,1,0.00018442,NULL,NULL,NULL
NULL,KCTD4,potassium channel tetramerization domain containing 4,386618,17,1,0,0.004278705,NULL,NULL,NULL
NULL,CENPW,centromere protein W,387103,14,0,1,0.0000259,NULL,NULL,NULL
NULL,C11orf96,chromosome 11 open reading frame 96,387763,15,1,0,0.002324938,NULL,NULL,NULL
NULL,CCDC9B,coiled-coil domain containing 9B,388115,14,1,0,0.001640363,NULL,NULL,NULL
NULL,ZNF662,zinc finger protein 662,389114,13,0,1,0.0000138,NULL,NULL,NULL
NULL,C5orf46,chromosome 5 open reading frame 46,389336,18,1,0,0.000843996,NULL,NULL,NULL
NULL,ARHGEF37,Rho guanine nucleotide exchange factor 37,389337,18,1,0,0.000843996,NULL,NULL,NULL
NULL,SHC4,SHC adaptor protein 4,399694,17,1,0,0.004278705,NULL,NULL,NULL
NULL,C8orf59,ribosomal biogenesis factor,401466,18,0,1,0.00018442,NULL,NULL,NULL
NULL,SAMD12,sterile alpha motif domain containing 12,401474,17,1,0,0.004278705,NULL,NULL,NULL
NULL,HACD4,3-hydroxyacyl-CoA dehydratase 4,401494,14,0,1,0.002501721,NULL,NULL,NULL
NULL,MXRA7,matrix remodeling associated 7,439921,18,1,0,4.97E-08,NULL,NULL,NULL
NULL,MZT1,mitotic spindle organizing protein 1,440145,16,0,1,0.0000757,NULL,NULL,NULL
NULL,TSPAN11,tetraspanin 11,441631,17,1,0,0.004278705,NULL,NULL,NULL
NULL,IGIP,IgA inducing protein,492311,17,1,0,0.004278705,NULL,NULL,NULL
NULL,EIF3CL,eukaryotic translation initiation factor 3 subunit C like,728689,5,0,1,0.003601738,NULL,NULL,NULL
NULL,FAM72D,family with sequence similarity 72 member D,728833,6,0,1,0.0000124,NULL,NULL,NULL
NULL,C8orf88,chromosome 8 open reading frame 88,100127983,12,0,1,0.001121691,NULL,NULL,NULL
NULL,TMEM178B,transmembrane protein 178B,100507421,12,1,0,0.0000597,NULL,NULL,NULL
