id_biblio,terms,title,journal,author,volume,authors,pubmed,author_initials,year,contact_addresses,issue,pages,editor,review,publisher,url
18044,"['Aging/drug effects', 'Aldicarb/pharmacology', 'Animals', 'Anticonvulsants/pharmacology/therapeutic use', 'Caenorhabditis elegans/drug effects/genetics/growth & development/physiology', 'Caenorhabditis elegans Proteins/genetics/physiology', 'Disorders of Sex Development', 'Dose-Response Relationship, Drug', 'Drug Evaluation, Preclinical', 'Epilepsy, Absence/drug therapy', 'Ethosuximide/pharmacology/therapeutic use', 'Female', 'Forkhead Transcription Factors', 'Genes, Helminth', 'Humans', 'Lactams/pharmacology', 'Longevity/drug effects', 'Movement/drug effects', 'Muscles/drug effects/innervation/physiology', 'Mutation', 'Neurons/drug effects/physiology', 'Oviposition/drug effects', 'Pharynx/drug effects/physiology', 'Reproduction/drug effects', 'Synaptic Transmission/drug effects', 'Transcription Factors/genetics/physiology', 'Trimethadione/pharmacology/therapeutic use', 'Vulva']",Anticonvulsant medications extend worm life-span.,Science,"Evason, K et al.",307,,15653505,"Evason, K et al.",2005,,5707,258-262,,,,
18057,"['Antioxidants/pharmacology', 'Binding, Competitive', 'DNA, Ribosomal/chemistry/metabolism', 'Dose-Response Relationship, Drug', 'Fungal Proteins/chemistry', 'Gene Silencing', 'Histone Deacetylase Inhibitors', 'Histone Deacetylases/chemistry', 'Humans', 'In Vitro Techniques', 'Kinetics', 'Models, Chemical', 'Niacinamide/chemistry', 'Peptides/chemistry', 'Protein Binding', 'Recombination, Genetic', 'Silent Information Regulator Proteins, Saccharomyces cerevisiae/antagonists & inhibitors/metabolism', 'Sirtuin 1', 'Sirtuin 2', 'Sirtuins/antagonists & inhibitors/chemistry', 'Stilbenes/pharmacology', 'Substrate Specificity', 'Telomere/metabolism', 'Time Factors', 'Transcription, Genetic', 'Tumor Suppressor Protein p53/metabolism']",Substrate-specific activation of sirtuins by resveratrol.,J. Biol. Chem.,"Kaeberlein, M et al.",280,,15684413,"Kaeberlein, M et al.",2005,,17,17038-17045,,,,
18060,"['Animals', 'Blotting, Western', 'Butyrates/pharmacology', 'Drosophila Proteins/metabolism', 'Drosophila melanogaster/metabolism/physiology', 'Female', 'Gene Expression Regulation/drug effects', 'HSP70 Heat-Shock Proteins/metabolism', 'Heat-Shock Proteins/metabolism', 'Histone Deacetylase Inhibitors', 'Histones/metabolism', 'Hot Temperature', 'Hydroxamic Acids/pharmacology', 'Longevity', 'Reverse Transcriptase Polymerase Chain Reaction']",Lifespan extension and elevated hsp gene expression in Drosophila caused by histone deacetylase inhibitors.,J. Exp. Biol.,"Zhao, Y et al.",208,,15695762,"Zhao, Y et al.",2005,,Pt 4,697-705,,,,
18061,"['Animals', 'Asparagine/chemistry', 'Caenorhabditis elegans/drug effects/genetics/physiology', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Endoplasmic Reticulum/drug effects/genetics/metabolism', 'Fungal Proteins/metabolism', 'Gene Expression Profiling', 'Glutamine/chemistry', 'Heat-Shock Proteins/genetics/metabolism', 'Longevity/drug effects/genetics', 'RNA Interference/drug effects/physiology', 'Sirtuins/metabolism', 'Stilbenes/pharmacology', 'Transcription, Genetic/drug effects/genetics']",A role for SIR-2.1 regulation of ER stress response genes in determining C. elegans life span.,Dev. Cell,"Viswanathan, M et al.",9,,16256736,"Viswanathan, M et al.",2005,,5,605-615,,,,
18062,"['Aging/drug effects/immunology', 'Animals', 'Bone Marrow Cells/drug effects/immunology', 'Echinacea/chemistry', 'Killer Cells, Natural/drug effects/immunology', 'Longevity/drug effects', 'Lymphocyte Count', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Plant Extracts/pharmacology', 'Plant Roots/chemistry', 'Spleen/cytology/drug effects/immunology', 'Survival Analysis', 'Time Factors']",Enhancement of natural killer cells and increased survival of aging mice fed daily Echinacea root extract from youth.,Biogerontology,"Brousseau, M and Miller, SC",6,,16041619,"Brousseau, M. and Miller, S.C.",2005,,3,157-163,,,,
18065,"['2,4-Dinitrophenol/pharmacology', 'Alcohol Dehydrogenase/drug effects/metabolism', 'Animals', 'Drosophila melanogaster/drug effects/enzymology/metabolism', 'Longevity/drug effects', 'Male', 'Mitochondria/drug effects/metabolism', 'Oxidative Phosphorylation/drug effects', 'Oxygen Consumption/drug effects/physiology', 'Uncoupling Agents/metabolism/pharmacology']",Uncoupler of oxidative phosphorylation prolongs the lifespan of Drosophila.,Biochemistry Mosc.,"Padalko, VI.",70,,16266268,"Padalko, VI.",2005,,9,986-989,,,,
18066,"['Aging/drug effects/physiology', 'Animals', 'Antimetabolites/pharmacology', 'Caenorhabditis elegans/drug effects/growth & development', 'Caenorhabditis elegans Proteins/pharmacology', 'Floxuridine/pharmacology', 'Insulin/physiology', 'Larva', 'Longevity/drug effects', 'Mutation/genetics', 'Pheromones/pharmacology', 'Signal Transduction/drug effects']",Lifespan extending activity of substances secreted by the nematode Caenorhabditis elegans that include the dauer-inducing pheromone.,Biosci. Biotechnol. Biochem.,"Kawano, T et al.",69,,16377915,"Kawano, T et al.",2005,,12,2479-2481,,,,
18069,"['Aging/drug effects', 'Animals', 'Anti-Infective Agents', 'Blueberry Plant/chemistry', 'Caenorhabditis elegans/drug effects/genetics/physiology', 'Flavonoids/metabolism/pharmacology', 'Gene Expression Regulation/drug effects', 'Heat-Shock Proteins/genetics', 'Hot Temperature', 'Longevity/drug effects', 'Mutation/genetics', 'Oxidative Stress/drug effects', 'Phenols/metabolism/pharmacology', 'Polyphenols', 'Proanthocyanidins/pharmacology', 'RNA, Messenger/genetics/metabolism', 'Survival Rate']",Blueberry polyphenols increase lifespan and thermotolerance in Caenorhabditis elegans.,Aging Cell,"Wilson, MA et al.",5,,16441844,"Wilson, MA et al.",2006,,1,59-68,,,,
18071,"['Aging/drug effects/physiology', 'Animals', 'Cognition/drug effects', 'Cyprinodontiformes/physiology', 'Dose-Response Relationship, Drug', 'Locomotion/drug effects', 'Longevity/drug effects/physiology', 'Neurofibrils/drug effects', 'Stilbenes/pharmacology', 'Survival Analysis']",Resveratrol prolongs lifespan and retards the onset of age-related markers in a short-lived vertebrate.,Curr. Biol.,"Valenzano, DR et al.",16,,16461283,"Valenzano, DR et al.",2006,,3,296-300,,,,
18072,"['Animals', 'Dose-Response Relationship, Drug', 'Female', 'Injections, Subcutaneous', 'Longevity/drug effects', 'Male', 'Monoamine Oxidase Inhibitors/administration & dosage/pharmacology', 'Rats', 'Rats, Inbred F344', 'Selegiline/administration & dosage/pharmacology', 'Time Factors']",Dose-dependency of life span prolongation of F344/DuCrj rats injected with (-)deprenyl.,Biogerontology,"Kitani, K et al.",6,,16463106,"Kitani, K et al.",2005,,5,297-302,,,,
18073,"['Aging/drug effects/physiology', 'Animals', 'Anticonvulsants/pharmacology', 'Antioxidants/pharmacology', 'Blueberry Plant', 'Caenorhabditis elegans/drug effects/physiology', 'Ethosuximide/pharmacology', 'Ethylenediamines/pharmacology', 'Ginkgo biloba', 'Longevity/drug effects/physiology', 'Organometallic Compounds/pharmacology', 'Plant Extracts/pharmacology', 'Salicylates/pharmacology', 'Stilbenes/pharmacology', 'Tocotrienols/pharmacology', 'Trimethadione/pharmacology', 'Ubiquinone/pharmacology', 'Vitamin E/pharmacology']",Pharmacology of delayed aging and extended lifespan of Caenorhabditis elegans.,Exp. Gerontol.,"Collins, JJ et al.",41,,16872777,"Collins, JJ et al.",2006,,10,1032-1039,,,,
18076,"['Cell Aging/drug effects/physiology', 'Cell Line', 'Cell Proliferation/drug effects', 'Cell Survival/drug effects', 'Dose-Response Relationship, Drug', 'Drug Design', 'Enzyme Activation/drug effects/physiology', 'Flavonoids/pharmacology', 'Humans', 'Molecular Structure', 'Saccharomyces cerevisiae/drug effects/metabolism', 'Sirtuin 1', 'Sirtuins/drug effects/metabolism', 'Stilbenes/chemical synthesis/pharmacology/toxicity']",Design and synthesis of compounds that extend yeast replicative lifespan.,Aging Cell,"Yang, H et al.",6,,17156081,"Yang, H et al.",2007,,1,35-43,,,,
18082,"['Animals', 'Caenorhabditis elegans/drug effects/physiology', 'Dose-Response Relationship, Drug', 'Drosophila melanogaster/drug effects/physiology', 'Invertebrates/drug effects/physiology', 'Longevity/drug effects', 'Tephritidae/drug effects/physiology', 'alpha-Tocopherol/pharmacology', 'gamma-Tocopherol/pharmacology']",Comparative approaches to facilitate the discovery of prolongevity interventions: effects of tocopherols on lifespan of three invertebrate species.,Mech. Ageing Dev.,"Zou, S et al.",128,,17169403,"Zou, S et al.",2007,,2,222-226,,,,
18083,"['Aging/psychology', 'Amyloid beta-Peptides/toxicity', 'Animals', 'Antioxidants/pharmacology', 'Caenorhabditis elegans/drug effects', 'Catechin/analogs & derivatives/pharmacology', 'Chemotaxis/drug effects', 'Hydrogen Peroxide/metabolism', 'Life Expectancy', 'Pharynx/physiology', 'Thioctic Acid/pharmacology']",Beneficial effects of natural antioxidants EGCG and alpha-lipoic acid on life span and age-dependent behavioral declines in Caenorhabditis elegans.,Pharmacol. Biochem. Behav.,"Brown, MK et al.",85,,17156833,"Brown, MK et al.",2006,,3,620-628,,,,
18088,"['Animals', 'Caenorhabditis elegans/drug effects/genetics/metabolism', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Cytochrome P-450 Enzyme System/genetics/metabolism', 'Gene Expression Regulation, Developmental/genetics', 'Germ Cells/cytology/metabolism', 'Gonadal Steroid Hormones/metabolism/pharmacology', 'Longevity/drug effects/genetics', 'Mutation/genetics', 'Pregnenolone/metabolism/pharmacology', 'Receptors, Cytoplasmic and Nuclear/genetics/metabolism', 'Reproduction/physiology']",A steroid hormone that extends the lifespan of Caenorhabditis elegans.,Aging Cell,"Broué, F et al.",6,,17266678,"Broué, F et al.",2007,,1,87-94,,,,
18090,"['Adaptation, Physiological/drug effects', 'Animals', 'Bile Acids and Salts/pharmacology', 'Caenorhabditis elegans/drug effects/physiology', 'Caenorhabditis elegans Proteins/metabolism', 'Cell Nucleus/drug effects', 'Cytochrome P-450 Enzyme System/metabolism', 'Germ Cells/drug effects', 'Intestines/drug effects', 'Invertebrate Hormones/pharmacology', 'Larva/drug effects', 'Ligands', 'Longevity/drug effects', 'Receptors, Cytoplasmic and Nuclear/metabolism', 'Recombinant Fusion Proteins/metabolism', 'Signal Transduction/drug effects', 'Temperature']",A bile acid-like steroid modulates Caenorhabditis elegans lifespan through nuclear receptor signaling.,Proc. Natl. Acad. Sci. U.S.A.,"Gerisch, B et al.",104,,17360327,"Gerisch, B et al.",2007,,12,5014-5019,,,,
18092,"['Animals', 'Behavior, Animal/drug effects/physiology', 'Cognition/drug effects/physiology', 'Creatine/administration & dosage', 'Dietary Supplements', 'Health Status', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred Strains', 'Survival', 'Survival Rate']",Creatine improves health and survival of mice.,Neurobiol. Aging,"Bender, A et al.",29,,17416441,"Bender, A et al.",2008,,9,1404-1411,,,,
18093,"['Animals', 'Catalase/genetics', 'Catechin/analogs & derivatives/pharmacology', 'Drosophila melanogaster', 'Gene Expression Regulation, Enzymologic/drug effects', 'Superoxide Dismutase/genetics', 'Tea/chemistry', 'Up-Regulation/drug effects']",Green tea catechins upregulate superoxide dismutase and catalase in fruit flies.,Mol Nutr Food Res,"Li, YM et al.",51,,17440995,"Li, YM et al.",2007,,5,546-554,,,,
18094,"['Animals', 'Antioxidants/pharmacology', 'Caenorhabditis elegans', 'Caenorhabditis elegans Proteins/physiology', 'Cell Aging', 'Cell Survival', 'Flavonoids/chemistry', 'Helminth Proteins/physiology', 'Metabolic Networks and Pathways', 'Models, Chemical', 'Oxidative Stress', 'Paraquat/pharmacology', 'Phenols/chemistry', 'Polyphenols', 'Stilbenes/pharmacology', 'Time Factors', 'Wine']",Evidence for a trade-off between survival and fitness caused by resveratrol treatment of Caenorhabditis elegans.,Ann. N. Y. Acad. Sci.,"Gruber, J et al.",1100,,17460219,"Gruber, J et al.",2007,,,530-542,,,,
18097,"['Gene Silencing/drug effects', 'Histone Deacetylases/metabolism', 'Metabolic Networks and Pathways', 'N-Glycosyl Hydrolases/metabolism', 'NAD/metabolism', 'Niacin/metabolism', 'Niacinamide/analogs & derivatives/metabolism/pharmacology', 'Nicotinamidase/metabolism', 'Phosphotransferases (Alcohol Group Acceptor)/metabolism', 'Purine-Nucleoside Phosphorylase/metabolism', 'Saccharomyces cerevisiae/cytology/genetics/metabolism', 'Saccharomyces cerevisiae Proteins/metabolism', 'Signal Transduction', 'Silent Information Regulator Proteins, Saccharomyces cerevisiae/metabolism', 'Sirtuin 2', 'Sirtuins/metabolism']",Nicotinamide riboside promotes Sir2 silencing and extends lifespan via Nrk and Urh1/Pnp1/Meu1 pathways to NAD+.,Cell,"Belenky, P et al.",129,,17482543,"Belenky, P et al.",2007,,3,473-484,,,,
18098,"['Aging/drug effects', 'Animals', 'Body Weight', 'Camellia sinensis', 'Curcumin/analogs & derivatives/pharmacology', 'Flavonoids/pharmacology', 'Kaplan-Meier Estimate', 'Longevity/drug effects', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Phenols/pharmacology', 'Plant Extracts/pharmacology', 'Polyphenols', 'Tea']",The effects of tetrahydrocurcumin and green tea polyphenol on the survival of male C57BL/6 mice.,Biogerontology,"Kitani, K et al.",8,,17516143,"Kitani, K et al.",2007,,5,567-573,,,,
18099,"['Adenylate Kinase/metabolism', 'Animals', 'Antioxidants/pharmacology', 'Caenorhabditis elegans/drug effects/genetics/physiology', 'Caenorhabditis elegans Proteins/genetics', 'Drosophila melanogaster/drug effects/genetics/physiology', 'Humans', 'Longevity/drug effects/genetics', 'Male', 'Metabolic Detoxication, Phase II', 'Sirtuins/genetics', 'Stilbenes/pharmacology']",Effects of resveratrol on lifespan in Drosophila melanogaster and Caenorhabditis elegans.,Mech. Ageing Dev.,"Bass, TM et al.",128,,17875315,"Bass, TM et al.",2007,,10,546-552,,,,
18174,"['Aging/drug effects', 'Animals', 'Antioxidants/pharmacology', 'Caloric Restriction', 'Drosophila melanogaster/drug effects/physiology', 'Drugs, Chinese Herbal/pharmacology', 'Female', 'Longevity', 'Rhodiola']",Rhodiola: a promising anti-aging Chinese herb.,Rejuvenation Res,"Jafari, M et al.",10,,17990971,"Jafari, M et al.",2007,,4,587-602,,,,
18175,"['Animals', 'Antioxidants/pharmacology', 'Biological Availability', 'Caenorhabditis elegans/drug effects/physiology', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Forkhead Transcription Factors', 'Gene Expression Regulation, Enzymologic/drug effects', 'Immunity, Innate/drug effects', 'Longevity/drug effects', 'Oxidative Stress/drug effects', 'Quercetin/pharmacokinetics/pharmacology', 'Signal Transduction/drug effects', 'Superoxide Dismutase/genetics', 'Tissue Distribution', 'Transcription Factors/metabolism']",Increase of stress resistance and lifespan of Caenorhabditis elegans by quercetin.,"Comp. Biochem. Physiol. B, Biochem. Mol. Biol.","Kampkötter, A et al.",149,,18024103,"Kampkötter, A et al.",2008,,2,314-323,,,,
18176,"['Aging/drug effects', 'Animals', 'Caenorhabditis elegans/drug effects/genetics/growth & development', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Cell Line, Tumor', 'Electrophoresis, Polyacrylamide Gel', 'Gene Expression Regulation, Developmental/drug effects', 'Genome, Helminth', 'Glycogen Synthase Kinase 3/genetics/metabolism', 'Humans', 'Immunohistochemistry', 'Lithium Chloride/pharmacology', 'Longevity/drug effects/genetics', 'Oligonucleotide Array Sequence Analysis', 'RNA Interference', 'Survival Analysis']",Pharmacogenetic analysis of lithium-induced delayed aging in Caenorhabditis elegans.,J. Biol. Chem.,"McColl, G et al.",283,,17959600,"McColl, G et al.",2008,,1,350-357,,,,
18178,"['Aging', 'Animals', 'Antidepressive Agents/chemistry/pharmacology', 'Caenorhabditis elegans/drug effects/physiology', 'Caloric Restriction', 'Humans', 'Longevity/drug effects/physiology', 'Methiothepin/pharmacology', 'Mianserin/pharmacology', 'Octopamine/metabolism', 'Receptors, Biogenic Amine/antagonists & inhibitors/metabolism', 'Receptors, Serotonin, 5-HT4/metabolism', 'Serotonin/biosynthesis/metabolism', 'Serotonin 5-HT4 Receptor Antagonists', 'Serotonin Antagonists/pharmacology', 'Signal Transduction/drug effects', 'Starvation/metabolism']",An antidepressant that extends lifespan in adult Caenorhabditis elegans.,Nature,"Petrascheck, M et al.",450,,18033297,"Petrascheck, M et al.",2007,,7169,553-556,,,,
18179,"['Animals', 'Caenorhabditis elegans/drug effects/genetics/physiology', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Hot Temperature', 'Hydrogen Sulfide/metabolism/pharmacology', 'Longevity/drug effects/genetics', 'Sirtuins/genetics/metabolism']",Hydrogen sulfide increases thermotolerance and lifespan in Caenorhabditis elegans.,Proc. Natl. Acad. Sci. U.S.A.,"Miller, DL and Roth, MB",104,,18077331,"Miller, D.L. and Roth, M.B.",2007,,51,20618-20622,,,,
18180,"['Aging/drug effects/psychology', 'Animals', 'Antioxidants/administration & dosage/pharmacology', 'Cacao/chemistry', 'Cognition/drug effects', 'Conditioning, Operant/drug effects', 'Dopamine/urine', 'Drug Administration Schedule', 'Flavonoids/administration & dosage/pharmacology', 'Longevity/drug effects', 'Male', 'Maze Learning/drug effects', 'Memory/drug effects', 'Phenols/administration & dosage/pharmacology', 'Plant Extracts/pharmacology', 'Polyphenols', 'Rats', 'Rats, Wistar']",Effects of long-term administration of a cocoa polyphenolic extract (Acticoa powder) on cognitive performances in aged rats.,Br. J. Nutr.,"Bisson, JF et al.",100,,18179729,"Bisson, JF et al.",2008,,1,94-9101,,,,
18181,"['Animals', 'Caenorhabditis elegans/drug effects/growth & development/physiology', 'Dose-Response Relationship, Drug', 'Ethosuximide/pharmacology', 'Longevity/drug effects/physiology', 'Models, Animal', 'Time Factors', 'Trimethadione/pharmacology', 'Valproic Acid/pharmacology']",Valproic acid extends Caenorhabditis elegans lifespan.,Aging Cell,"Evason, K et al.",7,,18248662,"Evason, K et al.",2008,,3,305-317,,,,
