id,compound_id,synonym
66282,2715,Turmeric yellow
66283,2715,Turmeric
66284,2715,Curcuma
66285,2715,Kacha haldi
66286,2715,Gelbwurz
66287,2715,Halad
66288,2715,Curcumin I
66289,2715,Haldar
66290,2715,Souchet
66291,2715,Haidr
66292,2715,Halud
66293,2715,Indian saffron
66294,2715,Merita earth
66295,2715,Yellow Ginger
66296,2715,Terra Merita
66297,2715,Yellow Root
66298,2715,Safran d'Inde
66299,2715,Yo-Kin
66300,2715,Golden seal
66301,2715,Orange Root
66302,2715,C.I. Natural Yellow 3
66303,2716,acetaminophen
66304,2716,4-Acetamidophenol
66305,2716,Paracetamol
66306,2716,103-90-2
66307,2716,APAP
66308,2716,N-(4-Hydroxyphenyl)acetamide
66309,2716,Tylenol
66310,2716,Acetaminofen
66311,2716,Panadol
66312,2716,Datril
66313,2716,p-Acetamidophenol
66314,2716,p-Hydroxyacetanilide
66315,2716,Algotropyl
66316,2716,N-Acetyl-p-aminophenol
66317,2716,Lonarid
66318,2716,Naprinol
66319,2716,4'-Hydroxyacetanilide
66320,2716,p-Acetaminophenol
66321,2716,Acamol
66322,2716,Acenol
66323,2716,Anelix
66324,2716,Multin
66325,2716,Abensanil
66326,2716,Acetagesic
66327,2716,Acetalgin
66328,2717,2-ketoglutaric acid
66329,2717,2-Oxopentanedioic acid
66330,2717,alpha-ketoglutaric acid
66331,2717,328-50-7
66332,2717,2-oxoglutaric acid
66333,2717,2-oxoglutarate
66334,2717,Oxoglutaric acid
66335,2717,alpha-ketoglutarate
66336,2717,2-ketoglutarate
66337,2717,Alphaketoglutaric acid
66338,2717,alpha-Oxoglutaric acid
66339,2717,"2-Oxo-1,5-pentanedioic acid"
66340,2717,"Pentanedioic acid, 2-oxo-"
66341,2717,Oxoglutarate
66342,2717,"Glutaric acid, alpha keto"
66343,2717,2-Oxo-Glutaric Acid
66344,2717,Bis(L-arginin)-2-oxoglutarat
66345,2717,"Glutaric acid, 2-oxo-"
66346,2717,alpha Ketoglutarate
66347,2717,"Pentanedioic acid, oxo-"
66348,2717,AI3-26938
66349,2717,2-Ketoglutaricacid
66350,2717,NSC 17391
66351,2717,alpha-Ketoglutaric acid alpha
66352,2717,UNII-8ID597Z82X
66353,2718,trimethadione
66354,2718,Tridione
66355,2718,Troxidone
66356,2718,Trimetadione
66357,2718,Trimethadion
66358,2718,Trimetin
66359,2718,127-48-0
66360,2718,Absentol
66361,2718,Convenixa
66362,2718,Convexina
66363,2718,Epidione
66364,2718,Petidion
66365,2718,Petimalin
66366,2718,Tioxanona
66367,2718,Tridilona
66368,2718,Trimedal
66369,2718,Trimethin
66370,2718,Trioxanona
66371,2718,Absetil
66372,2718,Epixal
66373,2718,Petidon
66374,2718,Petilep
66375,2718,Ptimal
66376,2718,Tridion
66377,2718,Edion
66378,2719,baicalein
66379,2719,"5,6,7-Trihydroxyflavone"
66380,2719,491-67-8
66381,2719,Noroxylin
66382,2719,"5,6,7-trihydroxy-2-phenyl-4H-chromen-4-one"
66383,2719,Biacalein
66384,2719,Baicelein
66385,2719,UNII-49QAH60606
66386,2719,NSC661431
66387,2719,NSC 661431
66388,2719,CHEMBL8260
66389,2719,"5,6,7-trihydroxy-2-phenylchromen-4-one"
66390,2719,CHEBI:2979
66391,2719,FXNFHKRTJBSTCS-UHFFFAOYSA-N
66392,2719,IN1408
66393,2719,MFCD00017459
66394,2719,"4H-1-Benzopyran-4-one, 5,6,7-trihydroxy-2-phenyl-"
66395,2719,49QAH60606
66396,2719,"5,7-Trihydroxyflavone"
66397,2719,"5,6,7-trihydroxy-2-phenyl-chromen-4-one"
66398,2719,"4H-1-Benzopyran-4-one,5,6,7-trihydroxy-2-phenyl-"
66399,2719,BaiKalein
66400,2719,Sho-saiko-to
66401,2719,"5,?6,?7-?TRIHYDROXYFLAVONE"
66402,2719,27462-75-5
66403,3097,tartrate
66404,3097,"2,3-dihydroxybutanedioate"
66405,3097,Tartarate
66406,3097,"2,3-dihydroxysuccinate"
66407,3097,(+)-tartrate
66408,3097,(+) tartarate
66409,3097,Tartaric acid dianion
66410,3097,AC1MWWBA
66411,3097,"(+)-2,3-dihydroxybutanedioate"
66412,3097,CHEBI:30929
66413,3097,FEWJPZIEWOKRBE-UHFFFAOYSA-L
66414,3097,STL264250
66415,3097,AKOS022140137
66416,3097,CA011022
66417,3097,21263-EP2272972A1
66418,3097,21263-EP2272973A1
66419,3097,21263-EP2274983A1
66420,3097,21263-EP2277872A1
66421,3097,21263-EP2286812A1
66422,3097,21263-EP2292600A1
66423,3097,21263-EP2295432A1
66424,3097,21263-EP2295434A2
66425,3097,21263-EP2308858A1
66426,3097,21263-EP2311816A1
66427,3097,21263-EP2311817A1
66428,2720,Loxapine succinate
66429,2720,27833-64-3
66430,2720,Loxapine succinate salt
66431,2720,Loxapac
66432,2720,Daxolin
66433,2720,Lederle
66434,2720,Loxapine (succinate)
66435,2720,Cloxazepin
66436,2720,UNII-X59SG0MRYU
66437,2720,"Loxapine, Succinate"
66438,2720,CCRIS 1917
66439,2720,EINECS 248-682-0
66440,2720,X59SG0MRYU
66441,2720,CL 71563
66442,2720,CPD000058470
66443,2720,MLS000069383
66444,2720,MFCD00069298
66445,2720,KS-1083
66446,2720,NCGC00016160-02
66447,2720,SMR000058470
66448,2720,Loxitane (TN)
66449,2720,CAS-27833-64-3
66450,2720,"2-chloro-11-(4-methyl-1-piperazinyl)dibenzo[b,f][1,4]oxazepine succinate"
66451,2720,"2-Chloro-11-(4-methyl-1-piperazinyl)dibenz(b,f)(1,4)oxazepine succinate (1:1)"
66452,2720,DSSTox_CID_25227
66453,2721,(2R)-2-hydroxypentanedioic acid
66454,2721,(R)-2-Hydroxypentanedioic acid
66455,2721,(R)-Hydroxyglutarate
66456,2721,(R)-2-hydroxyglutarate
66457,2721,13095-47-1
66458,2721,(R)-2-hydroxyglutaric acid
66459,2721,D-2-Hydroxyglutaric acid
66460,2721,CHEMBL1614745
66461,2721,CHEBI:32796
66462,2721,"Pentanedioic acid, 2-hydroxy-, (2R)-"
66463,2721,L-2-Hydroxyglutaric acid
66464,2721,"Glutaric acid, 2-hydroxy-"
66465,2721,L-alpha-Hydroxyglutaric acid
66466,2721,(S)-alpha-Hydroxyglutaric acid
66467,2721,D-Hydroxyglutarate
66468,2721,2HG
66469,2721,D-a-Hydroxyglutarate
66470,2721,L-a-Hydroxyglutarate
66471,2721,D-2-Hydroxyglutarate
66472,2721,2-hydroxy-D-Glutarate
66473,2721,2-hydroxy-L-Glutarate
66474,2721,(R)-a-Hydroxyglutarate
66475,2721,(S)-a-Hydroxyglutarate
66476,2721,L-alpha-Hydroxyglutarate
66477,2721,delta-2-Hydroxyglutarate
66478,2722,(-)-Epicatechin
66479,2722,490-46-0
66480,2722,Epicatechin
66481,2722,L-Epicatechin
66482,2722,(-)-Epicatechol
66483,2722,l-Acacatechin
66484,2722,"(2R,3R)-2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol"
66485,2722,Epicatechol
66486,2722,l-Epicatechol
66487,2722,(-)epicatechin
66488,2722,"(2R,3R)-(-)-Epicatechin"
66489,2722,UNII-34PHS7TU43
66490,2722,epi-Catechin
66491,2722,epi-Catechol
66492,2722,CCRIS 7097
66493,2722,EINECS 207-710-1
66494,2722,NSC 81161
66495,2722,CHEBI:90
66496,2722,"Epicatechol, (-)-"
66497,2722,PFTAWBLQPZVEMU-UKRRQHHQSA-N
66498,2722,"(-)-(2R:3R)-5,7,3',4'-Tetrahydroxyflavan-3-ol"
66499,2722,AK105372
66500,2722,C15H14O6
66501,2722,"2-(3,4-Dihydroxyphenyl)-2,3,4-trihydro-3,5,7-trihydroxychromene"
66502,2722,"(2R,3R)-2-(3,4-Dihydroxyphenyl)-3,4-dihydro-1(2H)-benzopyran-3,5,7-triol"
66503,3091,Psora-4
66504,3091,Psora 4
66505,3091,5-(4-Phenylbutoxy)psoralen
66506,3091,724709-68-6
66507,3091,"4-(4-phenylbutoxy)furo[3,2-g]chromen-7-one"
66508,3091,CHEMBL1256851
66509,3091,"4-(4-Phenylbutoxy)-7H-furo[3,2-g]chromen-7-one"
66510,3091,"4-(4-Phenylbutoxy)-7H-furo[3,2-g][1]benzopyran-7-one"
66511,3091,NCGC00015863-01
66512,3091,Lopac-P-9872
66513,3091,D01NCK
66514,3091,D0H1EI
66515,3091,AC1O7G66
66516,3091,GTPL9583
66517,3091,SCHEMBL2801777
66518,3091,CTK8F0317
66519,3091,DTXSID10424970
66520,3091,MolPort-023-277-165
66521,3091,HMS3260K16
66522,3091,"Psora-4, >=98% (HPLC)"
66523,3091,ZINC7997390
66524,3091,Tox21_500137
66525,3091,BDBM50331458
66526,3091,AKOS024458119
66527,3091,CCG-204232
66528,2723,Ciclopirox olamine
66529,2723,41621-49-2
66530,2723,Ciclopirox ethanolamine
66531,2723,ciclopiroxolamine
66532,2723,Ciclopiroxolamin
66533,2723,Ciclobirox Olamine
66534,2723,Micoxolamina
66535,2723,Brumixol
66536,2723,Ciclopirox (olamine)
66537,2723,HOE 296
66538,2723,UNII-50MD4SB4AP
66539,2723,ethanolamine; penlac
66540,2723,Ciclopirox ethanolamine salt (1:1)
66541,2723,EINECS 255-464-9
66542,2723,NSC 336278
66543,2723,50MD4SB4AP
66544,2723,MLS003170863
66545,2723,NSC336278
66546,2723,6-Cyclohexyl-1-hydroxy-4-methyl-2(1H)-pyridone compound with 2-aminoethanol (1:1)
66547,2723,6-Cyclohexyl-1-hydroxy-4-methylpyridin-2(1H)-one compound with 2-aminoethanol (1:1)
66548,2723,NCGC00017112-01
66549,2723,AK117743
66550,2723,HOE-296
66551,2723,6-Cyclohexyl-1-hydroxy-4-methyl-2(1H)-pyridone ethanolamine salt
66552,2723,CAS-41621-49-2
66553,2724,4-PHENYLBUTYRIC ACID
66554,2724,4-Phenylbutanoic acid
66555,2724,1821-12-1
66556,2724,Benzenebutanoic acid
66557,2724,Benzenebutyric acid
66558,2724,Phenylbutyrate
66559,2724,gamma-Phenylbutyric acid
66560,2724,omega-Phenylbutanoic acid
66561,2724,Phenylbutyric acid
66562,2724,4-phenylbutyrate
66563,2724,"Butyric acid, 4-phenyl-"
66564,2724,4-Phenyl-n-butyric acid
66565,2724,1-Phenylbutyric acid
66566,2724,4-PHENYL-BUTANOIC ACID
66567,2724,4-phenylbutans
66568,2724,4-Phenyl-butyric acid
66569,2724,omega-phenylbutyric acid
66570,2724,GAMMA-PHENYL-BUTYRIC ACID
66571,2724,UNII-7WY7YBI87E
66572,2724,gamma-Phenyl-n-butyric acid
66573,2724,CHEBI:41500
66574,2724,4-Phenyl butyric acid
66575,2724,NSC 295
66576,2724,gamma-Phenylbutanoic acid
66577,2724,EINECS 217-341-8
66578,2725,Glyceollin
66579,2725,(-)-Glyceollin I
66580,2725,glyceollin I
66581,2725,57103-57-8
66582,2725,CHEBI:16470
66583,2725,"(6aS,11aS)-2,2-dimethyl-2H,6H-[1]benzofuro[3,2-c]pyrano[2,3-h]chromene-6a,9(11aH)-diol"
66584,2725,66241-09-6
66585,2725,(-) - glyceollin I
66586,2725,UNII-6461TV6UCH
66587,2725,Glyceollins
66588,2725,Glyceolin
66589,2725,C01701
66590,2725,AC1L4RZ1
66591,2725,AC1Q70ZM
66592,2725,SCHEMBL364885
66593,2725,6461TV6UCH
66594,2725,CHEMBL1774987
66595,2725,CTK5A6288
66596,2725,DTXSID10205726
66597,2725,LMPK12070123
66598,2725,PL006532
66599,2725,UNII-Y43CLK47RO component YIFYYPKWOQSCRI-AZUAARDMSA-N
66600,2725,"2H,6H-Benzofuro(3,2-c)pyrano(2,3-h)(1)benzopyran-6a,9(11aH)-diol, 2,2-dimethyl-"
66601,2725,"(2S,10S)-17,17-DIMETHYL-3,12,18-TRIOXAPENTACYCLO[11.8.0.0(2),(1)?.0?,?.0(1)?,(1)?]HENICOSA-1(13),4(9),5,7,14(19),15,20-HEPTAENE-6,10-DIOL"
66602,2725,"2H,6H-Benzofuro[3,2-c]pyrano[2,3-h][1]benzopyran-6a,9(11aH)-diol,2,2-dimethyl-, (6aS,11aS)-"
66603,2726,"3,4-DIHYDROXYBENZOIC ACID"
66604,2726,protocatechuic acid
66605,2726,99-50-3
66606,2726,"4-Carboxy-1,2-dihydroxybenzene"
66607,2726,Protocatehuic acid
66608,2726,"Benzoic acid, 3,4-dihydroxy-"
66609,2726,protocatechuate
66610,2726,"4,5-Dihydroxybenzoic acid"
66611,2726,"3,4-Dihydroxybenzoicacid"
66612,2726,UNII-36R5QJ8L4B
66613,2726,CCRIS 6291
66614,2726,EINECS 202-760-0
66615,2726,NSC 16631
66616,2726,BRN 1448841
66617,2726,"3,4-Dihydroxy Benzoic Acid"
66618,2726,CHEMBL37537
66619,2726,MLS000737807
66620,2726,CHEBI:36062
66621,2726,YQUVCSBJEUQKSH-UHFFFAOYSA-N
66622,2726,MFCD00002509
66623,2726,1ykp
66624,2726,"3,4-dihydroxybenzoic acid (protocatechuic acid)"
66625,2726,Protocatechuic acid polymer
66626,2726,Catechol-4-carboxylic Acid
66627,2726,"3, 4-Dihydroxybenzoic acid"
66628,2727,Amperozide hydrochloride
66629,2727,Amperozide HCl
66630,2727,UNII-8V2171U69N
66631,2727,75529-73-6
66632,2727,86725-37-3
66633,2727,NCGC00093556-01
66634,2727,DSSTox_CID_25750
66635,2727,DSSTox_RID_81094
66636,2727,DSSTox_GSID_45750
66637,2727,Hogpax
66638,2727,"4-[4,4-bis(4-Fluorophenyl)butyl]-N-ethyl-1-piperazinecarboxamide hydrochloride"
66639,2727,CAS-75529-73-6
66640,2727,Amperozide hydrochloride [MI]
66641,2727,Amperozide hydrochloride [WHO-DD]
66642,2727,"4-[4,4-bis(4-fluorophenyl)butyl]-N-ethylpiperazine-1-carboxamide hydrochloride"
66643,2727,AC1L2JOD
66644,2727,MLS002153519
66645,2727,SCHEMBL1321270
66646,2727,CHEMBL1257106
66647,2727,DTXSID5045750
66648,2727,CTK8F7757
66649,2727,AOB5283
66650,2727,MolPort-003-983-867
66651,2727,75558-90-6 (Parent)
66652,2727,Tox21_111208
66653,2728,euk-8
66654,2728,EUK 8
66655,2728,53177-12-1
66656,2728,Salen-manganese complex
66657,2728,"N,N'-Bis(salicylideneamino)ethane-manganese(II)"
66658,2728,AC1L575B
66659,2728,CE-850
66660,2728,AN-40880
66661,2728,"Manganese, chloro((2,2'-(1,2-ethanediylbis(nitrilomethylidyne))bis(phenolato))(2-)-N,N',O,O')-, (SP-5-13)-"
66662,2728,OR069843
66663,2728,FT-0686832
66664,2728,"N,N'-Bis(salicylidene)-1,2-ethylenediamine-manganese(II)"
66665,2728,manganese(3+); 2-[2-[(2-oxidophenyl)methylideneamino]ethyliminomethyl]phenolate; chloride
66666,2728,manganic 2-[2-[(2-oxidophenyl)methyleneamino]ethyliminomethyl]phenolate chloride
66667,2728,MANGANESE(3+) ION 2-{[(2-{[(2-OXIDOPHENYL)METHYLIDENE]AMINO}ETHYL)IMINO]METHYL}BENZENOLATE CHLORIDE
66668,2729,Clorotepine
66669,2729,Octoclothepin
66670,2729,Octoclothepine
66671,2729,Clotepin
66672,2729,Clothepin
66673,2729,13448-22-1
66674,2729,Clorotepine [INN]
66675,2729,Clorotepinum [INN-Latin]
66676,2729,Clorotepina [INN-Spanish]
66677,2729,CHEMBL64249
66678,2729,"1-(8-Chloro-10,11-dihydrodibenzo(b,f)thiepin-10-yl)-4-methylpiperazine"
66679,2729,"Piperazine, 1-(8-chloro-10,11-dihydrodibenzo(b,f)thiepin-10-yl)-4-methyl-"
66680,2729,clorothepin
66681,2729,clothepine
66682,2729,Clorotepina
66683,2729,Clorotepinum
66684,2729,"1-(8-chloro-10,11-dihydrodibenzo[b,f]thiepin-10-yl)-4-methylpiperazine"
66685,2729,VUFB-6281
66686,2729,chlorothepin
66687,2729,Octoclothepin maleate
66688,2729,(+/-)-Clothepin
66689,2729,CLOROTEPINE(-)
66690,2729,AC1Q3SXZ
66691,2729,CLOROTEPINE (+)
66692,2729,D0D3YN
66693,2730,PERGOLIDE MESYLATE
66694,2730,66104-23-2
66695,2730,Pergolide Methanesulfonate
66696,2730,Pergolide (mesylate)
66697,2730,PERGOLIDE MESYLATE SALT
66698,2730,Pergolide mesilate
66699,2730,UNII-55B9HQY616
66700,2730,LY127809
66701,2730,Pergolide methanesulfonate salt
66702,2730,MLS000069837
66703,2730,CHEBI:8021
66704,2730,CPD000058504
66705,2730,SMR000058504
66706,2730,8-beta-((Methylthio)methyl)-6-propylergoline methanesulfonate
66707,2730,8beta-((Methylthio)methyl)-6-propylergoline monomethanesulfonate
66708,2730,8-beta-((Methylthio)methyl)-6-propylergoline monomethane sulfonate
66709,2730,DSSTox_CID_20583
66710,2730,DSSTox_RID_77029
66711,2730,DSSTox_GSID_40583
66712,2730,CHEMBL1275
66713,2730,"Ergoline, 8-((methylthio)methyl)-6-propyl-, monomethanesulfonate, (8beta)-"
66714,2730,"Ergoline, 8-beta-((methylthio)methyl)-6-propyl-, methanesulfonate (1:1)"
66715,2730,NCGC00017366-04
66716,2730,LY 127809
66717,2730,Pergolide mesylate [USAN]
66718,2731,hesperidin
66719,2731,520-26-3
66720,2731,Cirantin
66721,2731,Hesperidoside
66722,2731,Hesper bitabs
66723,2731,Hesperetin-rutinosid
66724,2731,Hesperidine
66725,2731,Ciratin
66726,2731,UNII-E750O06Y6O
66727,2731,CCRIS 3940
66728,2731,(S)-(-)-Hesperidin
66729,2731,EINECS 208-288-1
66730,2731,NSC 44184
66731,2731,BRN 0075140
66732,2731,"Hesperidin, (2S)-"
66733,2731,Hesperetin 7-rutinoside
66734,2731,MLS001304066
66735,2731,"(2S)-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-2,3-dihydrochromen-4-one"
66736,2731,CHEBI:28775
66737,2731,USAF CF-3
66738,2731,"Hesperidin, (S)-(-)-"
66739,2731,Hesperitin-7-rhamnoglucoside
66740,2731,E750O06Y6O
66741,2731,C28H34O15
66742,2731,MFCD00075663
66743,2732,xylitol
66744,2732,ribitol
66745,2732,adonitol
66746,2732,D-Xylitol
66747,2732,Xylite
66748,2732,488-81-3
66749,2732,87-99-0
66750,2732,Adonit
66751,2732,Adonite
66752,2732,Xylit
66753,2732,D-ribitol
66754,2732,Eutrit
66755,2732,Klinit
66756,2732,Xyliton
66757,2732,Xylite (sugar)
66758,2732,Kannit
66759,2732,Newtol
66760,2732,"1,2,3,4,5-pentanepentol"
66761,2732,Xylisorb
66762,2732,meso-ribitol
66763,2732,meso-xylitol
66764,2732,L-ribitol
66765,2732,L-xylitol
66766,2732,UNII-353ZQ9TVDA
66767,2732,UNII-VCQ006KQ1E
66768,2733,doxycycline
66769,2733,Vibramycin
66770,2733,564-25-0
66771,2733,Doxytetracycline
66772,2733,Doxiciclina
66773,2733,Doxycyclinum
66774,2733,Monodox
66775,2733,Oracea
66776,2733,Vibra-tabs
66777,2733,Doxy-Caps
66778,2733,Vibravenos
66779,2733,6-Deoxytetracycline
66780,2733,Dossiciclina
66781,2733,Azudoxat
66782,2733,Deoxymykoin
66783,2733,Doxitard
66784,2733,Doxivetin
66785,2733,Doxychel
66786,2733,Doxycyclin
66787,2733,Investin
66788,2733,Liviatin
66789,2733,Vibramycine
66790,2733,Doxycen
66791,2733,Ronaxan
66792,2733,Spanor
66793,2734,LITHIUM CHLORIDE
66794,2734,7447-41-8
66795,2734,Lithium chloride (LiCl)
66796,2734,Lithiumchloride
66797,2734,LiCl
66798,2734,chlorure de lithium
66799,2734,Chlorku litu
66800,2734,chlorolithium
66801,2734,Lithiumchlorid
66802,2734,Chlorku litu [Polish]
66803,2734,Luthium chloride
66804,2734,Chlorure de lithium [French]
66805,2734,CCRIS 5924
66806,2734,UNII-G4962QA067
66807,2734,HSDB 4281
66808,2734,EINECS 231-212-3
66809,2734,lithium(1+) ion chloride
66810,2734,NSC 327172
66811,2734,"Lithium Chloride, Anhydrous"
66812,2734,CHEMBL69710
66813,2734,CHEBI:48607
66814,2734,MFCD00011078
66815,2734,NSC327172
66816,2734,"Lithium chloride, ultra dry"
66817,2734,ClLi
66818,2735,ethosuximide
66819,2735,Zarontin
66820,2735,Etosuximida
66821,2735,77-67-8
66822,2735,2-Ethyl-2-methylsuccinimide
66823,2735,Ethosuxide
66824,2735,Ethosuccimide
66825,2735,Ethosuccinimide
66826,2735,Petnidan
66827,2735,Suxinutin
66828,2735,Atysmal
66829,2735,Emeside
66830,2735,Ethymal
66831,2735,Suxilep
66832,2735,Etosuximid
66833,2735,Pentinimid
66834,2735,Peptinimid
66835,2735,Petinimid
66836,2735,Pyknolepsinum
66837,2735,Succimitin
66838,2735,Zaraondan
66839,2735,Capitus
66840,2735,Mesentol
66841,2735,Pemalin
66842,2735,Simatin
66843,3094,N-(2-[4-(4-Chlorophenyl)piperazin-1-yl]ethyl)-3-methoxybenzamide
66844,3094,CHEMBL93403
66845,3094,N-[2-(4-(4-Chlorophenyl)piperazin-1-yl)ethyl]-3-methoxybenzamide
66846,3094,F5264-0494
66847,3094,n-(2-(4-(4-chlorophenyl)piperazin-1-yl)ethyl)-3-methoxybenzamide
66848,3094,N-[2-[4-(4-chlorophenyl)piperazin-1-yl]ethyl]-3-methoxybenzamide
66849,3094,AC1MTLV6
66850,3094,Lopac-C-7230
66851,3094,Lopac0_000287
66852,3094,MLS002153518
66853,3094,SCHEMBL1322020
66854,3094,CTK8G1437
66855,3094,HMS2230B03
66856,3094,HMS3260J16
66857,3094,HMS3373J10
66858,3094,PB-12
66859,3094,Tox21_500287
66860,3094,BDBM50068366
66861,3094,AKOS024728383
66862,3094,CCG-204382
66863,3094,LP00287
66864,3094,NCGC00015262-01
66865,3094,NCGC00015262-02
66866,3094,NCGC00015262-03
66867,3094,NCGC00015262-04
66868,2736,VALPROIC ACID
66869,2736,2-Propylpentanoic acid
66870,2736,99-66-1
66871,2736,Dipropylacetic acid
66872,2736,Depakene
66873,2736,Depakine
66874,2736,2-Propylvaleric acid
66875,2736,Ergenyl
66876,2736,Di-n-propylacetic acid
66877,2736,Mylproin
66878,2736,Valproate
66879,2736,"Pentanoic acid, 2-propyl-"
66880,2736,4-Heptanecarboxylic acid
66881,2736,n-Dipropylacetic acid
66882,2736,Propylvaleric acid
66883,2736,Myproic Acid
66884,2736,Di-n-propylessigsaure
66885,2736,n-DPA
66886,2736,Dipropylacetate
66887,2736,Convulex
66888,2736,Depakin
66889,2736,Vupral
66890,2736,Acido valproico
66891,2736,Acide valproique
66892,2736,Acidum valproicum
66893,2737,staurosporine
66894,2737,Staurosporin
66895,2737,(+)-Staurosporine
66896,2737,Antibiotic 230
66897,2737,Antibiotic AM 2282
66898,2737,62996-74-1
66899,2737,CCRIS 3272
66900,2737,AM-2282
66901,2737,UNII-H88EPA0A3N
66902,2737,Alkaloid AM-2282 from Streptomyces
66903,2737,H88EPA0A3N
66904,2737,CHEMBL388978
66905,2737,CHEBI:15738
66906,2737,CGP 39360
66907,2737,"8,12-Epoxy-1H,8H-2,7b,12a-triazadibenzo(a,g)cyclonona(cde)trinden-1-one, 2,3,9,10,11,12-hexahydro-9-methoxy-8-methyl-10-(methylamino)-, (8alpha,9beta,10beta,12alpha)-(+)-"
66908,2737,ST50826371
66909,2737,"(5S,6R,7R,9R)-6-methoxy-5-methyl-7-methylamino-6,7,8,9,15,16-hexahydro-5H,14H-5,9-epoxy-4b,9a,15-triazadibenzo[b,h]cyclonona[1,2,3,4-jkl]cyclopenta[e]-as-indacen-14-one"
66910,2737,"9,13-Epoxy-1H,9H-diindolo(1,2,3-gh:3',2',1'-lm)pyrrolo(3,4-j)(1,7)-benzodiazonin-1-one, 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-, (9S-(9alpha,10beta,11beta,13alpha)-"
66911,2737,Antibiotic AM-2282
66912,2737,GNF-PF-1389
66913,2737,methoxy-methyl-(methylamino)[?]one
66914,2737,SR-00000001485
66915,2737,"Staurosporin, 4"
66916,2737,1nvr
66917,2737,1stc
66918,2738,ampicillin
66919,2738,Aminobenzylpenicillin
66920,2738,Ampicillin acid
66921,2738,Amcill
66922,2738,Ampicilline
66923,2738,69-53-4
66924,2738,Polycillin
66925,2738,Principen
66926,2738,Omnipen
66927,2738,Ampicillinum
66928,2738,Ampicilina
66929,2738,Penbritin
66930,2738,Pentrexyl
66931,2738,Synpenin
66932,2738,Tokiocillin
66933,2738,Totacillin
66934,2738,Novo-ampicillin
66935,2738,D-Ampicillin
66936,2738,SK-Ampicillin
66937,2738,D-(-)-Ampicillin
66938,2738,Adobacillin
66939,2738,Amblosin
66940,2738,Ampichel
66941,2738,Ampifarm
66942,2738,Ampipenin
66943,2739,Tubocurarine chloride
66944,2739,CURARE
66945,2739,D-Tubocurarine chloride
66946,2739,57-94-3
66947,2739,(+)-Tubocurarine chloride
66948,2739,(+)-Tubocurarine chloride hydrochloride
66949,2739,DSSTox_CID_3727
66950,2739,DSSTox_RID_77168
66951,2739,DSSTox_GSID_23727
66952,2739,(+)-Tubocurarine dichloride
66953,2739,CAS-57-94-3
66954,2739,NCGC00163242-01
66955,2739,6989-98-6
66956,2739,UNII-7BCM17J5YA
66957,2739,Ambap57-94-3
66958,2739,7BCM17J5YA
66959,2739,C37H41N2O6.Cl.HCl
66960,2739,SCHEMBL1651592
66961,2739,DTXSID2023727
66962,2739,CTK8F1474
66963,2739,MolPort-006-069-226
66964,2739,(+)-Tubocurarine chloride hydrate
66965,2739,Tox21_112039
66966,2739,6987AF
66967,2739,AKOS024457305
66968,2740,DIHYDROERGOCRISTINE MESYLATE
66969,2740,24730-10-7
66970,2740,Dihydroergocristinmesilat
66971,2740,UNII-DS7CL18UAM
66972,2740,Dihydroergocristine mesilate
66973,2740,MLS000069354
66974,2740,"9,10-Dihydroergocristine methanesulfonate"
66975,2740,DS7CL18UAM
66976,2740,SMR000058240
66977,2740,CHEBI:31490
66978,2740,Dihydroergocristine methanesulfonate
